Tipo_Colegio,Genero,Estrato_Vivienda,Puntaje_Global,Puntaje_Matematicas,Puntaje_Lectura
Oficial,Femenino,Estrato 3,275,46,60
Oficial,Masculino,Estrato 6,310,75,48
Oficial,Masculino,Estrato 4,277,47,59
No Oficial,Femenino,Estrato 2,326,65,70
Oficial,Masculino,Estrato 3,233,51,40
Oficial,Masculino,Estrato 4,346,88,75
Oficial,Masculino,Estrato 4,264,61,51
Oficial,Femenino,Estrato 4,253,45,35
Oficial,Masculino,Estrato 3,237,51,49
Oficial,Femenino,Estrato 2,209,47,36
Oficial,Masculino,Estrato 1,166,38,39
Oficial,Masculino,Estrato 2,305,53,70
Oficial,Femenino,Estrato 1,213,58,39
Oficial,Masculino,Estrato 6,237,37,39
No Oficial,Femenino,Estrato 2,313,68,62
Oficial,Femenino,Estrato 5,302,53,65
Oficial,Masculino,Estrato 3,214,45,38
Oficial,Femenino,Estrato 2,255,49,54
Oficial,Masculino,Estrato 1,265,42,59
Oficial,Femenino,Estrato 1,189,18,45
No Oficial,Femenino,Estrato 3,347,76,72
No Oficial,Masculino,Estrato 3,294,54,46
Oficial,Masculino,Estrato 5,254,51,48
Oficial,Masculino,Estrato 1,249,64,48
Oficial,Masculino,Estrato 1,240,52,48
No Oficial,Femenino,Estrato 1,282,33,38
Oficial,Masculino,Estrato 2,210,32,36
Oficial,Femenino,Estrato 3,238,32,46
No Oficial,Masculino,Estrato 1,220,37,47
No Oficial,Masculino,Estrato 2,291,56,74
No Oficial,Masculino,Estrato 2,236,67,51
No Oficial,Masculino,Estrato 2,288,65,50
No Oficial,Femenino,Estrato 3,297,62,53
Oficial,Femenino,Estrato 2,277,58,50
Oficial,Masculino,Estrato 2,277,59,52
No Oficial,Femenino,Estrato 3,274,40,56
Oficial,Femenino,Estrato 2,298,48,52
No Oficial,Femenino,Estrato 3,313,66,61
Oficial,Femenino,Estrato 5,260,52,50
Oficial,Femenino,Estrato 3,247,51,51
Oficial,Femenino,Estrato 2,235,59,44
Oficial,Masculino,Estrato 3,249,44,44
Oficial,Masculino,Estrato 3,207,38,36
Oficial,Femenino,Estrato 2,218,45,46
Oficial,Femenino,Estrato 3,308,47,56
Oficial,Femenino,Estrato 2,360,60,76
Oficial,Femenino,Estrato 3,265,63,55
Oficial,Masculino,Estrato 2,278,53,47
Oficial,Femenino,Estrato 4,255,47,59
Oficial,Femenino,Estrato 2,263,54,53
No Oficial,Femenino,Estrato 2,299,46,55
No Oficial,Femenino,Estrato 2,240,45,60
No Oficial,Masculino,Estrato 2,258,47,51
No Oficial,Masculino,Estrato 1,238,50,50
Oficial,Femenino,Estrato 1,358,54,71
No Oficial,Masculino,Estrato 2,271,47,64
No Oficial,Masculino,Estrato 2,248,45,62
No Oficial,Masculino,Estrato 2,306,57,63
Oficial,Masculino,Estrato 1,228,54,46
No Oficial,Femenino,Estrato 2,270,47,60
Oficial,Femenino,Estrato 1,270,78,50
No Oficial,Femenino,Estrato 1,287,63,59
Oficial,Masculino,Estrato 1,226,41,40
Oficial,Femenino,Estrato 2,136,32,40
Oficial,Femenino,Estrato 1,173,40,42
Oficial,Femenino,Estrato 2,245,46,61
Oficial,Femenino,Estrato 2,258,60,48
No Oficial,Femenino,Estrato 1,310,54,68
Oficial,Masculino,Estrato 2,217,48,46
Oficial,Masculino,Estrato 2,256,50,53
Oficial,Femenino,Estrato 4,240,50,59
Oficial,Femenino,Estrato 3,225,46,38
Oficial,Femenino,Estrato 6,180,36,31
Oficial,Masculino,Estrato 2,211,58,38
Oficial,Femenino,Estrato 2,282,51,46
Oficial,Masculino,Estrato 4,206,34,27
Oficial,Masculino,Estrato 2,271,53,53
Oficial,Masculino,Estrato 2,300,70,65
Oficial,Femenino,Estrato 2,213,42,41
No Oficial,Masculino,Estrato 2,359,71,66
Oficial,Femenino,Estrato 1,284,52,65
Oficial,Masculino,Estrato 3,294,54,50
Oficial,Femenino,Estrato 6,219,52,30
Oficial,Femenino,Estrato 1,180,35,25
Oficial,Femenino,Estrato 3,295,61,69
Oficial,Masculino,Estrato 1,268,48,52
Oficial,Masculino,Estrato 1,261,58,61
Oficial,Femenino,Estrato 3,281,65,64
Oficial,Masculino,Estrato 1,197,31,25
Oficial,Masculino,Estrato 2,260,44,52
No Oficial,Femenino,Estrato 1,342,61,73
Oficial,Femenino,Estrato 2,269,62,46
Oficial,Masculino,Estrato 2,276,47,46
No Oficial,Masculino,Estrato 4,220,41,47
No Oficial,Femenino,Estrato 3,295,51,50
Oficial,Femenino,Estrato 1,255,64,53
Oficial,Masculino,Estrato 2,256,46,56
Oficial,Masculino,Estrato 4,259,65,58
Oficial,Femenino,Estrato 3,220,43,49
Oficial,Masculino,Estrato 2,230,42,54
Oficial,Femenino,Estrato 2,261,58,45
Oficial,Femenino,Estrato 2,271,53,66
Oficial,Masculino,Estrato 2,218,54,40
Oficial,Femenino,Estrato 3,201,38,32
Oficial,Masculino,Estrato 1,177,31,42
Oficial,Masculino,Estrato 5,194,35,43
Oficial,Femenino,Estrato 1,223,54,32
Oficial,Femenino,Estrato 2,227,47,51
Oficial,Masculino,Estrato 1,233,40,48
No Oficial,Masculino,Estrato 2,219,32,44
Oficial,Masculino,Estrato 2,172,36,31
Oficial,Masculino,Estrato 1,250,42,59
No Oficial,Femenino,Estrato 6,292,44,69
Oficial,Femenino,Estrato 2,269,62,58
No Oficial,Masculino,Estrato 2,294,48,50
Oficial,Masculino,Estrato 2,260,37,43
Oficial,Masculino,Estrato 1,249,48,44
Oficial,Masculino,Estrato 2,280,53,62
Oficial,Masculino,Estrato 2,301,53,57
Oficial,Masculino,Estrato 2,217,45,47
No Oficial,Masculino,Estrato 4,305,58,56
Oficial,Femenino,Estrato 1,220,61,53
Oficial,Femenino,Estrato 3,253,49,42
No Oficial,Masculino,Estrato 1,302,50,58
Oficial,Femenino,Estrato 2,234,49,45
Oficial,Femenino,Estrato 2,206,44,45
Oficial,Femenino,Estrato 1,226,42,47
No Oficial,Femenino,Estrato 2,328,52,75
Oficial,Femenino,Estrato 2,202,52,49
Oficial,Femenino,Estrato 6,293,48,53
No Oficial,Masculino,Estrato 3,317,70,63
Oficial,Femenino,Estrato 1,216,53,43
Oficial,Femenino,Estrato 1,205,38,37
Oficial,Femenino,Estrato 1,208,48,30
Oficial,Femenino,Estrato 1,216,50,43
Oficial,Masculino,Estrato 3,291,49,64
No Oficial,Femenino,Estrato 4,321,75,65
Oficial,Masculino,Estrato 1,330,68,68
Oficial,Femenino,Estrato 2,243,31,58
Oficial,Femenino,Estrato 2,221,45,38
Oficial,Femenino,Estrato 3,282,51,50
Oficial,Femenino,Estrato 1,178,39,32
No Oficial,Masculino,Estrato 5,285,51,64
Oficial,Femenino,Estrato 3,196,34,45
Oficial,Masculino,Estrato 5,157,23,33
Oficial,Femenino,Estrato 2,240,49,58
Oficial,Masculino,Estrato 2,278,59,49
No Oficial,Masculino,Estrato 3,237,47,44
No Oficial,Femenino,Estrato 3,256,48,53
Oficial,Femenino,Estrato 1,141,28,26
No Oficial,Masculino,Estrato 6,292,66,64
Oficial,Femenino,Estrato 4,239,39,59
Oficial,Femenino,Estrato 1,269,43,53
Oficial,Masculino,Estrato 2,202,30,43
Oficial,Femenino,Estrato 2,278,42,62
No Oficial,Masculino,Estrato 4,372,66,79
Oficial,Femenino,Estrato 3,233,55,58
Oficial,Masculino,Estrato 1,266,39,56
No Oficial,Femenino,Estrato 1,287,55,57
Oficial,Masculino,Estrato 2,277,60,48
No Oficial,Masculino,Estrato 1,323,64,67
Oficial,Femenino,Estrato 1,271,61,47
Oficial,Femenino,Estrato 3,235,42,40
No Oficial,Femenino,Estrato 3,275,51,57
Oficial,Femenino,Estrato 2,122,21,22
No Oficial,Femenino,Estrato 3,320,68,47
Oficial,Masculino,Estrato 1,236,69,63
No Oficial,Masculino,Estrato 2,280,55,45
Oficial,Masculino,Estrato 3,243,46,46
Oficial,Masculino,Estrato 2,218,35,35
No Oficial,Femenino,Estrato 2,300,73,58
Oficial,Masculino,Estrato 1,224,41,41
Oficial,Masculino,Estrato 2,286,52,52
No Oficial,Masculino,Estrato 3,253,48,49
Oficial,Masculino,Estrato 2,209,56,34
No Oficial,Masculino,Estrato 1,232,41,50
Oficial,Femenino,Estrato 3,269,53,56
Oficial,Masculino,Estrato 1,280,35,56
Oficial,Femenino,Estrato 2,237,55,51
Oficial,Femenino,Estrato 2,269,51,61
Oficial,Femenino,Estrato 4,321,71,54
Oficial,Femenino,Estrato 3,251,55,61
Oficial,Femenino,Estrato 2,229,47,57
Oficial,Femenino,Estrato 3,306,57,67
Oficial,Masculino,Estrato 2,271,54,51
No Oficial,Femenino,Estrato 1,295,48,73
Oficial,Masculino,Estrato 3,314,64,70
Oficial,Masculino,Estrato 2,196,43,28
No Oficial,Masculino,Estrato 3,248,50,46
Oficial,Femenino,Estrato 1,290,58,62
No Oficial,Masculino,Estrato 1,313,57,53
Oficial,Femenino,Estrato 2,209,40,49
Oficial,Femenino,Estrato 2,195,30,37
Oficial,Femenino,Estrato 1,254,46,43
No Oficial,Masculino,Estrato 1,322,80,63
Oficial,Femenino,Estrato 3,201,40,36
No Oficial,Masculino,Estrato 1,261,56,40
Oficial,Masculino,Estrato 2,186,36,36
Oficial,Masculino,Estrato 2,287,57,54
Oficial,Femenino,Estrato 2,222,45,45
Oficial,Femenino,Estrato 3,238,45,40
Oficial,Femenino,Estrato 1,279,60,56
No Oficial,Femenino,Estrato 4,268,47,70
Oficial,Femenino,Estrato 3,263,40,43
Oficial,Masculino,Estrato 2,286,58,57
Oficial,Masculino,Estrato 4,261,61,54
No Oficial,Femenino,Estrato 3,273,49,55
No Oficial,Femenino,Estrato 4,322,70,64
No Oficial,Femenino,Estrato 2,288,62,58
No Oficial,Masculino,Estrato 2,260,64,48
No Oficial,Femenino,Estrato 2,294,73,70
No Oficial,Femenino,Estrato 1,234,51,49
Oficial,Masculino,Estrato 4,253,49,46
Oficial,Femenino,Estrato 3,277,42,63
Oficial,Masculino,Estrato 3,197,47,34
Oficial,Masculino,Estrato 4,336,76,59
Oficial,Masculino,Estrato 6,229,43,42
Oficial,Femenino,Estrato 1,256,54,61
Oficial,Femenino,Estrato 3,236,38,39
No Oficial,Femenino,Estrato 2,305,56,58
Oficial,Femenino,Estrato 2,223,34,40
No Oficial,Masculino,Estrato 5,347,71,75
Oficial,Femenino,Estrato 4,268,50,46
No Oficial,Femenino,Estrato 3,205,50,45
No Oficial,Femenino,Estrato 2,318,65,54
No Oficial,Masculino,Estrato 3,251,53,57
Oficial,Femenino,Estrato 2,337,67,71
Oficial,Masculino,Estrato 1,279,68,60
Oficial,Femenino,Estrato 2,305,72,62
No Oficial,Femenino,Estrato 1,353,69,63
No Oficial,Femenino,Estrato 2,317,65,68
No Oficial,Masculino,Estrato 3,298,70,63
Oficial,Masculino,Estrato 1,289,48,52
Oficial,Masculino,Estrato 3,315,65,54
Oficial,Femenino,Estrato 1,257,48,51
Oficial,Femenino,Estrato 2,220,55,45
Oficial,Femenino,Estrato 2,281,60,61
Oficial,Masculino,Estrato 3,210,28,37
No Oficial,Masculino,Estrato 3,309,58,64
Oficial,Masculino,Estrato 2,272,65,61
Oficial,Masculino,Estrato 1,240,55,33
No Oficial,Femenino,Estrato 3,297,51,43
Oficial,Femenino,Estrato 2,226,37,46
Oficial,Femenino,Estrato 2,232,47,48
Oficial,Masculino,Estrato 1,202,39,35
Oficial,Masculino,Estrato 1,229,43,35
Oficial,Masculino,Estrato 2,186,33,49
Oficial,Femenino,Estrato 2,268,48,54
Oficial,Femenino,Estrato 2,258,69,52
Oficial,Masculino,Estrato 2,255,48,47
Oficial,Masculino,Estrato 2,229,40,44
No Oficial,Femenino,Estrato 4,338,71,65
Oficial,Femenino,Estrato 2,211,41,51
No Oficial,Masculino,Estrato 2,268,46,70
Oficial,Femenino,Estrato 1,190,35,32
Oficial,Masculino,Estrato 2,248,49,57
No Oficial,Femenino,Estrato 3,310,65,73
Oficial,Masculino,Estrato 2,315,65,57
Oficial,Masculino,Estrato 4,266,45,49
Oficial,Masculino,Estrato 3,244,53,40
Oficial,Masculino,Estrato 4,200,47,35
No Oficial,Femenino,Estrato 1,293,49,52
No Oficial,Femenino,Estrato 2,286,50,55
Oficial,Femenino,Estrato 2,316,61,54
Oficial,Femenino,Estrato 3,261,53,56
Oficial,Masculino,Estrato 2,252,52,56
No Oficial,Masculino,Estrato 3,268,53,50
No Oficial,Femenino,Estrato 2,248,38,42
No Oficial,Femenino,Estrato 1,238,55,49
Oficial,Masculino,Estrato 2,217,35,45
No Oficial,Masculino,Estrato 1,299,70,54
Oficial,Femenino,Estrato 1,249,59,46
Oficial,Masculino,Estrato 1,304,51,57
No Oficial,Femenino,Estrato 1,317,66,68
Oficial,Femenino,Estrato 3,195,49,40
No Oficial,Masculino,Estrato 2,277,60,42
Oficial,Masculino,Estrato 1,274,41,71
No Oficial,Femenino,Estrato 2,176,34,32
Oficial,Masculino,Estrato 4,316,69,68
Oficial,Masculino,Estrato 2,236,60,47
Oficial,Femenino,Estrato 6,277,54,51
Oficial,Femenino,Estrato 2,254,37,57
Oficial,Masculino,Estrato 5,240,65,60
Oficial,Femenino,Estrato 1,247,48,41
Oficial,Femenino,Estrato 2,247,60,43
Oficial,Masculino,Estrato 3,292,56,69
Oficial,Masculino,Estrato 6,188,41,52
Oficial,Femenino,Estrato 3,263,47,55
No Oficial,Masculino,Estrato 2,186,31,46
No Oficial,Masculino,Estrato 1,288,72,54
Oficial,Femenino,Estrato 2,267,60,41
Oficial,Femenino,Estrato 1,214,42,42
No Oficial,Femenino,Estrato 2,301,67,70
Oficial,Femenino,Estrato 2,297,53,54
Oficial,Masculino,Estrato 2,224,44,56
Oficial,Masculino,Estrato 3,259,52,60
Oficial,Femenino,Estrato 1,236,41,48
Oficial,Femenino,Estrato 2,220,36,64
Oficial,Femenino,Estrato 2,232,31,45
Oficial,Masculino,Estrato 2,250,42,40
Oficial,Femenino,Estrato 2,208,56,39
Oficial,Masculino,Estrato 1,201,25,42
Oficial,Masculino,Estrato 4,209,41,37
Oficial,Masculino,Estrato 2,258,52,46
Oficial,Masculino,Estrato 1,186,35,40
No Oficial,Femenino,Estrato 2,291,65,64
Oficial,Masculino,Estrato 1,299,57,61
Oficial,Masculino,Estrato 1,204,48,40
Oficial,Masculino,Estrato 2,237,51,43
Oficial,Femenino,Estrato 1,281,45,51
Oficial,Femenino,Estrato 3,187,46,35
Oficial,Femenino,Estrato 3,187,34,28
No Oficial,Masculino,Estrato 2,280,41,51
Oficial,Femenino,Estrato 3,283,60,58
No Oficial,Masculino,Estrato 2,264,50,44
Oficial,Masculino,Estrato 1,244,61,34
No Oficial,Femenino,Estrato 2,308,70,58
No Oficial,Masculino,Estrato 2,258,44,43
No Oficial,Masculino,Estrato 1,290,65,54
Oficial,Masculino,Estrato 3,364,67,78
Oficial,Masculino,Estrato 3,239,34,53
No Oficial,Masculino,Estrato 4,218,38,43
No Oficial,Femenino,Estrato 1,247,38,53
No Oficial,Masculino,Estrato 1,306,61,74
Oficial,Femenino,Estrato 1,156,46,29
No Oficial,Femenino,Estrato 4,235,47,40
Oficial,Femenino,Estrato 3,231,49,50
Oficial,Femenino,Estrato 3,259,43,48
Oficial,Femenino,Estrato 2,237,43,39
Oficial,Femenino,Estrato 2,222,48,42
No Oficial,Masculino,Estrato 2,311,61,64
Oficial,Femenino,Estrato 3,297,53,61
Oficial,Masculino,Estrato 3,164,40,23
Oficial,Masculino,Estrato 2,233,47,49
Oficial,Masculino,Estrato 2,270,70,43
Oficial,Femenino,Estrato 3,298,64,50
Oficial,Femenino,Estrato 1,228,36,54
Oficial,Masculino,Estrato 4,236,48,35
No Oficial,Femenino,Estrato 2,300,50,43
No Oficial,Femenino,Estrato 2,290,74,61
Oficial,Masculino,Estrato 3,183,28,32
Oficial,Masculino,Estrato 3,164,41,30
Oficial,Masculino,Estrato 2,295,66,69
Oficial,Femenino,Estrato 4,205,35,48
Oficial,Masculino,Estrato 6,329,68,72
Oficial,Masculino,Estrato 2,210,44,42
Oficial,Masculino,Estrato 2,237,54,50
No Oficial,Femenino,Estrato 2,233,48,43
Oficial,Femenino,Estrato 2,159,26,27
Oficial,Masculino,Estrato 4,359,76,71
No Oficial,Femenino,Estrato 1,237,51,51
Oficial,Masculino,Estrato 1,211,34,53
Oficial,Masculino,Estrato 4,198,21,47
Oficial,Femenino,Estrato 1,259,56,56
No Oficial,Femenino,Estrato 3,289,60,56
Oficial,Masculino,Estrato 1,199,43,37
No Oficial,Femenino,Estrato 5,264,63,54
Oficial,Femenino,Estrato 3,287,64,58
Oficial,Femenino,Estrato 4,218,53,36
Oficial,Femenino,Estrato 5,176,41,32
Oficial,Femenino,Estrato 1,239,48,47
No Oficial,Femenino,Estrato 2,245,39,53
Oficial,Femenino,Estrato 3,323,76,64
Oficial,Femenino,Estrato 3,224,43,58
Oficial,Femenino,Estrato 1,232,41,42
No Oficial,Masculino,Estrato 4,275,60,56
Oficial,Masculino,Estrato 1,222,29,43
No Oficial,Masculino,Estrato 4,292,52,61
Oficial,Femenino,Estrato 2,204,35,40
Oficial,Masculino,Estrato 2,235,41,44
Oficial,Masculino,Estrato 2,261,67,56
Oficial,Masculino,Estrato 1,290,57,52
Oficial,Masculino,Estrato 2,221,39,35
Oficial,Femenino,Estrato 2,221,43,50
Oficial,Masculino,Estrato 2,306,68,61
No Oficial,Masculino,Estrato 3,326,49,75
Oficial,Femenino,Estrato 2,242,49,48
Oficial,Femenino,Estrato 2,313,58,52
Oficial,Masculino,Estrato 4,247,51,52
Oficial,Masculino,Estrato 3,235,37,34
Oficial,Femenino,Estrato 1,238,46,36
Oficial,Masculino,Estrato 3,215,41,43
Oficial,Femenino,Estrato 6,263,42,54
Oficial,Masculino,Estrato 4,208,56,42
Oficial,Masculino,Estrato 3,276,58,49
Oficial,Masculino,Estrato 3,245,56,43
Oficial,Masculino,Estrato 2,254,47,69
Oficial,Femenino,Estrato 3,314,64,54
Oficial,Femenino,Estrato 3,187,27,31
Oficial,Femenino,Estrato 2,245,43,59
Oficial,Femenino,Estrato 2,270,46,48
Oficial,Femenino,Estrato 2,220,46,42
Oficial,Femenino,Estrato 3,283,70,56
Oficial,Femenino,Estrato 2,223,51,42
Oficial,Masculino,Estrato 2,256,65,59
Oficial,Masculino,Estrato 4,240,54,55
Oficial,Femenino,Estrato 2,251,53,55
Oficial,Femenino,Estrato 5,247,42,59
Oficial,Femenino,Estrato 2,243,51,47
Oficial,Femenino,Estrato 1,226,41,54
Oficial,Masculino,Estrato 1,218,50,46
Oficial,Femenino,Estrato 2,257,40,45
Oficial,Femenino,Estrato 2,247,48,52
Oficial,Masculino,Estrato 3,217,43,40
Oficial,Femenino,Estrato 3,258,65,41
Oficial,Femenino,Estrato 4,226,37,34
Oficial,Femenino,Estrato 2,307,70,54
Oficial,Femenino,Estrato 2,344,75,79
No Oficial,Masculino,Estrato 2,206,39,22
Oficial,Masculino,Estrato 2,298,62,57
Oficial,Femenino,Estrato 3,277,53,59
No Oficial,Masculino,Estrato 2,354,70,69
No Oficial,Femenino,Estrato 4,286,63,54
No Oficial,Masculino,Estrato 3,318,83,57
Oficial,Femenino,Estrato 3,217,51,53
No Oficial,Masculino,Estrato 3,280,57,52
Oficial,Masculino,Estrato 2,255,62,42
Oficial,Femenino,Estrato 3,218,32,40
Oficial,Femenino,Estrato 1,171,30,36
Oficial,Femenino,Estrato 2,337,67,62
Oficial,Femenino,Estrato 2,266,44,56
Oficial,Masculino,Estrato 1,281,51,55
Oficial,Masculino,Estrato 2,223,31,47
Oficial,Masculino,Estrato 2,239,37,57
No Oficial,Femenino,Estrato 1,215,41,30
Oficial,Masculino,Estrato 3,247,41,46
Oficial,Femenino,Estrato 2,318,66,57
No Oficial,Masculino,Estrato 2,357,73,66
Oficial,Masculino,Estrato 2,243,51,49
Oficial,Femenino,Estrato 3,259,47,51
No Oficial,Femenino,Estrato 1,246,57,37
No Oficial,Masculino,Estrato 2,322,68,55
No Oficial,Masculino,Estrato 2,204,42,48
Oficial,Masculino,Estrato 4,320,65,54
Oficial,Masculino,Estrato 2,190,36,42
Oficial,Femenino,Estrato 1,199,50,26
Oficial,Masculino,Estrato 2,227,54,34
Oficial,Masculino,Estrato 3,219,40,47
Oficial,Femenino,Estrato 1,261,53,62
No Oficial,Femenino,Estrato 4,298,56,66
Oficial,Masculino,Estrato 1,249,69,46
Oficial,Masculino,Estrato 1,188,35,32
Oficial,Masculino,Estrato 1,239,57,50
Oficial,Masculino,Estrato 3,245,70,37
No Oficial,Femenino,Estrato 2,203,43,43
Oficial,Femenino,Estrato 1,252,36,46
Oficial,Masculino,Estrato 4,260,64,63
Oficial,Femenino,Estrato 1,323,60,66
Oficial,Masculino,Estrato 2,198,34,38
Oficial,Masculino,Estrato 1,229,60,47
No Oficial,Femenino,Estrato 4,308,51,59
Oficial,Masculino,Estrato 3,309,73,65
Oficial,Masculino,Estrato 3,311,60,56
Oficial,Femenino,Estrato 1,306,46,68
No Oficial,Masculino,Estrato 2,269,60,51
Oficial,Masculino,Estrato 2,260,33,57
Oficial,Femenino,Estrato 2,226,44,50
Oficial,Femenino,Estrato 2,275,41,56
No Oficial,Femenino,Estrato 4,236,44,52
No Oficial,Masculino,Estrato 1,305,66,57
No Oficial,Masculino,Estrato 3,365,76,77
No Oficial,Masculino,Estrato 2,186,38,25
Oficial,Femenino,Estrato 3,224,52,37
Oficial,Masculino,Estrato 1,229,45,44
No Oficial,Femenino,Estrato 1,274,53,41
No Oficial,Masculino,Estrato 2,303,62,61
Oficial,Masculino,Estrato 5,295,53,73
Oficial,Masculino,Estrato 5,200,46,35
No Oficial,Femenino,Estrato 1,307,61,61
Oficial,Femenino,Estrato 1,253,56,43
No Oficial,Femenino,Estrato 2,325,63,72
Oficial,Masculino,Estrato 2,279,59,54
Oficial,Masculino,Estrato 3,277,60,55
Oficial,Masculino,Estrato 2,246,33,47
Oficial,Femenino,Estrato 2,291,46,56
Oficial,Masculino,Estrato 3,283,52,47
Oficial,Masculino,Estrato 1,280,54,57
Oficial,Masculino,Estrato 3,223,54,42
No Oficial,Masculino,Estrato 2,229,49,35
Oficial,Masculino,Estrato 3,293,62,45
Oficial,Masculino,Estrato 1,224,57,43
Oficial,Masculino,Estrato 2,250,61,47
Oficial,Masculino,Estrato 5,307,53,52
Oficial,Femenino,Estrato 2,260,61,57
Oficial,Femenino,Estrato 4,241,49,44
Oficial,Masculino,Estrato 3,303,56,64
Oficial,Femenino,Estrato 4,226,42,39
Oficial,Masculino,Estrato 2,177,30,32
Oficial,Masculino,Estrato 1,213,43,38
Oficial,Femenino,Estrato 3,290,57,55
No Oficial,Femenino,Estrato 3,291,68,59
No Oficial,Femenino,Estrato 3,299,75,57
No Oficial,Masculino,Estrato 2,262,49,56
No Oficial,Femenino,Estrato 4,285,46,48
Oficial,Masculino,Estrato 1,236,52,42
Oficial,Masculino,Estrato 3,278,63,57
Oficial,Masculino,Estrato 1,229,48,52
No Oficial,Femenino,Estrato 1,350,57,70
No Oficial,Masculino,Estrato 2,254,44,56
No Oficial,Femenino,Estrato 3,295,60,52
Oficial,Femenino,Estrato 3,210,37,38
No Oficial,Masculino,Estrato 5,257,43,55
Oficial,Femenino,Estrato 1,219,60,41
Oficial,Femenino,Estrato 2,220,36,40
No Oficial,Masculino,Estrato 1,331,75,63
Oficial,Masculino,Estrato 1,242,51,39
No Oficial,Femenino,Estrato 2,362,77,65
Oficial,Masculino,Estrato 1,144,37,23
No Oficial,Femenino,Estrato 2,311,56,72
Oficial,Masculino,Estrato 1,250,47,47
No Oficial,Masculino,Estrato 2,266,56,50
No Oficial,Femenino,Estrato 4,317,48,68
No Oficial,Femenino,Estrato 3,276,68,55
Oficial,Masculino,Estrato 3,232,47,43
No Oficial,Femenino,Estrato 3,253,43,49
Oficial,Masculino,Estrato 2,295,67,52
Oficial,Femenino,Estrato 3,229,46,37
Oficial,Femenino,Estrato 3,229,40,52
No Oficial,Masculino,Estrato 1,260,59,54
Oficial,Masculino,Estrato 4,293,39,45
No Oficial,Masculino,Estrato 2,252,53,55
Oficial,Masculino,Estrato 1,277,65,53
Oficial,Masculino,Estrato 3,159,25,29
No Oficial,Femenino,Estrato 3,237,37,53
Oficial,Masculino,Estrato 2,224,48,37
No Oficial,Femenino,Estrato 1,305,55,61
Oficial,Femenino,Estrato 2,265,70,63
Oficial,Femenino,Estrato 2,244,44,46
Oficial,Masculino,Estrato 5,217,41,40
Oficial,Masculino,Estrato 3,260,56,63
Oficial,Femenino,Estrato 3,211,27,38
Oficial,Masculino,Estrato 1,287,57,62
Oficial,Femenino,Estrato 2,216,52,34
Oficial,Masculino,Estrato 2,245,48,54
Oficial,Femenino,Estrato 2,215,33,39
No Oficial,Femenino,Estrato 1,288,54,63
Oficial,Femenino,Estrato 2,203,25,36
No Oficial,Masculino,Estrato 2,321,61,67
Oficial,Masculino,Estrato 2,336,76,53
Oficial,Femenino,Estrato 1,278,50,54
Oficial,Masculino,Estrato 2,259,57,52
Oficial,Masculino,Estrato 3,265,41,46
Oficial,Femenino,Estrato 2,257,66,51
Oficial,Femenino,Estrato 3,241,57,66
No Oficial,Masculino,Estrato 3,328,61,58
No Oficial,Femenino,Estrato 4,176,24,38
Oficial,Femenino,Estrato 1,308,57,57
No Oficial,Masculino,Estrato 2,248,51,58
Oficial,Femenino,Estrato 2,277,64,57
Oficial,Femenino,Estrato 4,307,44,57
Oficial,Femenino,Estrato 3,264,62,53
No Oficial,Masculino,Estrato 2,316,65,75
No Oficial,Femenino,Estrato 1,260,42,48
No Oficial,Masculino,Estrato 2,294,38,65
Oficial,Masculino,Estrato 2,167,34,25
Oficial,Femenino,Estrato 3,240,49,50
Oficial,Masculino,Estrato 2,256,46,50
Oficial,Masculino,Estrato 2,234,54,55
Oficial,Masculino,Estrato 1,195,55,38
Oficial,Masculino,Estrato 1,209,38,50
Oficial,Femenino,Estrato 2,171,28,28
Oficial,Masculino,Estrato 2,283,70,48
Oficial,Femenino,Estrato 2,299,58,53
Oficial,Masculino,Estrato 3,299,65,63
Oficial,Femenino,Estrato 1,243,43,41
Oficial,Femenino,Estrato 2,255,60,35
Oficial,Masculino,Estrato 4,287,47,55
Oficial,Femenino,Estrato 2,235,48,48
Oficial,Femenino,Estrato 2,207,43,38
Oficial,Femenino,Estrato 2,222,42,36
Oficial,Masculino,Estrato 2,252,45,58
No Oficial,Femenino,Estrato 1,279,70,61
Oficial,Masculino,Estrato 1,263,59,54
Oficial,Masculino,Estrato 1,190,31,47
Oficial,Femenino,Estrato 3,235,31,40
No Oficial,Masculino,Estrato 2,301,72,58
Oficial,Femenino,Estrato 4,250,42,58
Oficial,Femenino,Estrato 3,215,43,44
Oficial,Femenino,Estrato 3,274,55,66
Oficial,Masculino,Estrato 3,255,53,38
Oficial,Femenino,Estrato 1,161,18,19
No Oficial,Femenino,Estrato 2,231,43,42
No Oficial,Masculino,Estrato 4,253,50,54
Oficial,Masculino,Estrato 1,224,44,49
Oficial,Femenino,Estrato 2,211,47,40
Oficial,Femenino,Estrato 1,204,42,48
Oficial,Femenino,Estrato 2,253,54,53
Oficial,Femenino,Estrato 1,266,48,53
Oficial,Masculino,Estrato 2,251,63,59
Oficial,Masculino,Estrato 3,282,54,56
Oficial,Masculino,Estrato 1,268,56,48
Oficial,Femenino,Estrato 3,164,33,31
No Oficial,Masculino,Estrato 1,299,63,52
Oficial,Masculino,Estrato 1,292,68,57
No Oficial,Masculino,Estrato 2,272,47,48
Oficial,Femenino,Estrato 3,135,33,17
Oficial,Femenino,Estrato 4,318,69,60
Oficial,Masculino,Estrato 1,256,52,40
Oficial,Femenino,Estrato 1,217,45,48
